GOslim,Count,Percent,Term,go_terms
GO:0048856,25,3.33333333333333,anatomical structure development,GO:0002292;GO:0007294;GO:0007308;GO:0008360;GO:0010927;GO:0021556;GO:0030727;GO:0030913;GO:0035115;GO:0042078;GO:0042472;GO:0042490;GO:0048132;GO:0048134;GO:0048135;GO:0048469;GO:0048670;GO:0048672;GO:0048800;GO:0060113;GO:0071689;GO:0098728
GO:0048870,2,0.266666666666667,cell motility,GO:0036336;GO:0070358
GO:0050877,5,0.666666666666667,nervous system process,GO:0050954;GO:0007605;GO:0050957
GO:0051186,6,0.8,cofactor metabolic process,GO:0006787;GO:0006789;GO:0019295;GO:0019296;GO:0042167;GO:0051187
GO:0051276,0,0,chromosome organization,
GO:0051301,3,0.4,cell division,GO:0042078;GO:0048132;GO:0098728
GO:0051604,12,1.6,protein maturation,GO:0010755;GO:0010756;GO:0010954;GO:0070613;GO:1903317;GO:1903319
GO:0055085,0,0,transmembrane transport,
GO:0061024,8,1.06666666666667,membrane organization,GO:0007342;GO:0097320;GO:0097749;GO:0097753
GO:0065003,24,3.2,protein-containing complex assembly,GO:0051016;GO:0030833;GO:0030837;GO:0031333;GO:0032271;GO:0032272;GO:0043254;GO:0043520;GO:0051693
GO:0071554,4,0.533333333333333,cell wall organization or biogenesi...,GO:0010412;GO:0016998;GO:0044036;GO:0046355
GO:0071941,0,0,nitrogen cycle metabolic process,
GO:0140014,1,0.133333333333333,mitotic nuclear division,GO:0010458
